Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex ," TPS
($ 000) ","Proportion 
of TPS (%)","Rate of 
use (%)",Number of active beneficiaries,Rank
3,Prince Edward Island,N03AG,Fatty acid derivatives,<65,Total,101.15,0.7,1.1,318,27
3,Prince Edward Island,R03AC,Selective beta-2-adrenoreceptor agonists,<65,Total,100.66,0.7,7.0,"1,986",28
3,Prince Edward Island,N02AJ,Opioids in combination with non-opioid analgesics,<65,Total,90.12,0.6,2.9,820,29
3,Prince Edward Island,R03BB,Anticholinergics,<65,Total,89.03,0.6,1.3,372,30
3,Prince Edward Island,N06AA,Non-selective monoamine reuptake inhibitors,<65,Total,82.05,0.6,2.6,735,31
3,Prince Edward Island,C08CA,Dihydropyridine derivatives,<65,Total,80.48,0.6,2.9,830,32
3,Prince Edward Island,N07XX,Other nervous system drugs,<65,Total,**, ** , ** ,**,33
3,Prince Edward Island,A02BA,H2-receptor antagonists,<65,Total,74.99,0.5,2.6,728,34
3,Prince Edward Island,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,Total,73.79,0.5,0.3,87,35
3,Prince Edward Island,N03AE,Benzodiazepine derivatives,<65,Total,70.03,0.5,1.3,364,36
3,Prince Edward Island,L02BB,Antiandrogens,<65,Total,68.60,0.5,0.0,10,37
3,Prince Edward Island,R01AD,Corticosteroids,<65,Total,66.26,0.5,5.5,"1,545",38
3,Prince Edward Island,A10BB,Sulfonylureas,<65,Total,63.45,0.5,4.3,"1,213",39
3,Prince Edward Island,M01AE,Propionic acid derivatives,<65,Total,54.83,0.4,5.9,"1,665",40
3,Prince Edward Island,G03AA,"Progestogens and estrogens, fixed combinations",<65,Total,54.18,0.4,2.5,700,41
3,Prince Edward Island,C09CA,"Angiotensin II antagonists, plain",<65,Total,53.72,0.4,2.4,665,42
3,Prince Edward Island,H03AA,Thyroid hormones,<65,Total,52.24,0.4,2.1,594,43
3,Prince Edward Island,C07AB,"Beta-blocking agents, selective",<65,Total,46.80,0.3,3.4,951,44
3,Prince Edward Island,C02AC,Imidazoline receptor agonists,<65,Total,46.74,0.3,1.2,327,45
3,Prince Edward Island,L02BX,Other hormone antagonists and related agents,<65,Total,**, ** , ** ,*,46
3,Prince Edward Island,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,Total,43.17,0.3,1.4,384,47
3,Prince Edward Island,J01CA,Penicillins with extended spectrum,<65,Total,41.18,0.3,10.3,"2,910",48
3,Prince Edward Island,A07EC,Aminosalicylic acid and similar agents,<65,Total,36.61,0.3,0.3,73,49
3,Prince Edward Island,L02AE,Gonadotropin-releasing hormone analogues,<65,Total,35.43,0.3,0.1,16,50
3,Prince Edward Island,N03AF,Carboxamide derivatives,<65,Total,32.69,0.2,0.6,174,51
3,Prince Edward Island,L01XC,Monoclonal antibodies,<65,Total,**, ** , ** ,*,52
3,Prince Edward Island,R06AE,Piperazine derivatives,<65,Total,30.47,0.2,0.6,159,53
3,Prince Edward Island,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,Total,28.65,0.2,1.3,366,54
3,Prince Edward Island,M03BX,Other centrally acting agents,<65,Total,28.53,0.2,0.7,208,55
3,Prince Edward Island,J01FA,Macrolides,<65,Total,28.18,0.2,3.1,882,56
3,Prince Edward Island,G03AB,"Progestogens and estrogens, sequential preparations",<65,Total,27.81,0.2,1.1,312,57
3,Prince Edward Island,S01LA,Antineovascularization agents,<65,Total,**, ** , ** ,*,58
3,Prince Edward Island,N02BE,Anilides,<65,Total,25.19,0.2,0.9,260,59
3,Prince Edward Island,A06AD,Osmotically acting laxatives,<65,Total,25.17,0.2,0.7,191,60
3,Prince Edward Island,J01DB,First-generation cephalosporins,<65,Total,25.14,0.2,3.4,948,61
3,Prince Edward Island,N02CC,Selective serotonin (5HT1) agonists,<65,Total,24.31,0.2,0.4,118,62
3,Prince Edward Island,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",<65,Total,24.21,0.2,0.2,49,63
3,Prince Edward Island,L01AX,Other alkylating agents,<65,Total,24.14,0.2,0.0,5,64
3,Prince Edward Island,N02AB,Phenylpiperidine derivatives,<65,Total,23.59,0.2,0.1,16,65
3,Prince Edward Island,D07AC,"Corticosteroids, potent (group III)",<65,Total,23.37,0.2,2.2,624,66
3,Prince Edward Island,C07AA,"Beta-blocking agents, non-selective",<65,Total,22.99,0.2,0.6,180,67
3,Prince Edward Island,A06AB,Contact laxatives,<65,Total,22.64,0.2,0.7,206,68
3,Prince Edward Island,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,<65,Total,21.80,0.2,0.1,22,69
3,Prince Edward Island,C09BA,ACE inhibitors and diuretics,<65,Total,21.64,0.2,0.6,170,70
3,Prince Edward Island,J01CR,"Combinations of penicillins, including beta-lactamase inhibitors",<65,Total,21.14,0.2,3.2,906,71
3,Prince Edward Island,A03FA,Propulsives,<65,Total,20.81,0.1,1.3,355,72
3,Prince Edward Island,H02AB,Glucocorticoids,<65,Total,20.65,0.1,3.7,"1,052",73
3,Prince Edward Island,J01AA,Tetracyclines,<65,Total,20.55,0.1,3.7,"1,046",74
3,Prince Edward Island,C07AG,Alpha- and beta-blocking agents,<65,Total,19.97,0.1,0.2,65,75
3,Prince Edward Island,R06AA,Aminoalkyl ethers,<65,Total,19.82,0.1,0.6,162,76
3,Prince Edward Island,C08DB,Benzothiazepine derivatives,<65,Total,19.72,0.1,0.3,91,77
3,Prince Edward Island,N05CD,Benzodiazepine derivatives,<65,Total,19.71,0.1,0.4,124,78
3,Prince Edward Island,G03CA,"Natural and semisynthetic estrogens, plain",<65,Total,19.67,0.1,0.7,205,79
3,Prince Edward Island,B01AF,Direct factor Xa inhibitors,<65,Total,19.35,0.1,0.1,27,80
3,Prince Edward Island,G03AC,Progestogens,<65,Total,18.61,0.1,0.7,206,81
3,Prince Edward Island,C03CA,"Sulfonamides, plain",<65,Total,17.98,0.1,1.3,355,82
3,Prince Edward Island,G04BD,Drugs for urinary frequency and incontinence,<65,Total,17.25,0.1,0.6,177,83
3,Prince Edward Island,L01BA,Folic acid analogues,<65,Total,16.97,0.1,0.4,121,84
3,Prince Edward Island,N05AA,Phenothiazines with aliphatic side-chain,<65,Total,16.92,0.1,0.4,104,85
3,Prince Edward Island,L04AD,Calcineurin inhibitors,<65,Total,16.10,0.1,0.0,7,86
3,Prince Edward Island,C09DA,Angiotensin II antagonists and diuretics,<65,Total,15.91,0.1,0.7,202,87
3,Prince Edward Island,C02KX,Antihypertensives for pulmonary arterial hypertension,<65,Total,**, ** , ** ,*,88
3,Prince Edward Island,C01DA,Organic nitrates,<65,Total,15.57,0.1,0.5,150,89
3,Prince Edward Island,N03AB,Hydantoin derivatives,<65,Total,15.51,0.1,0.3,95,90
3,Prince Edward Island,B01AB,Heparin group,<65,Total,15.48,0.1,0.1,18,91
3,Prince Edward Island,G02BA,Intrauterine contraceptives,<65,Total,15.35,0.1,0.1,41,92
3,Prince Edward Island,L03AA,Colony-stimulating factors,<65,Total,14.92,0.1,0.0,8,93
3,Prince Edward Island,C03AA,"Thiazides, plain",<65,Total,14.54,0.1,2.7,772,94
3,Prince Edward Island,M01AB,Acetic acid derivatives and related substances,<65,Total,13.51,0.1,1.0,291,95
3,Prince Edward Island,R06AX,Other antihistamines for systemic use,<65,Total,13.16,0.1,0.2,58,96
3,Prince Edward Island,N05AD,Butyrophenone derivatives,<65,Total,12.97,0.1,0.2,58,97
3,Prince Edward Island,B01AA,Vitamin K antagonists,<65,Total,12.91,0.1,0.6,175,98
3,Prince Edward Island,M05BA,Bisphosphonates,<65,Total,12.53,0.1,0.4,108,99
3,Prince Edward Island,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,<65,Total,12.00,0.1,0.1,15,100
3,Prince Edward Island,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,<65,M,"1,337.02",19.4,0.9,118,1
3,Prince Edward Island,N07BC,Drugs used in opioid dependence,<65,M,703.54,10.2,3.5,445,2
3,Prince Edward Island,N05AX,Other antipsychotics,<65,M,400.69,5.8,2.5,318,3
3,Prince Edward Island,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",<65,M,365.46,5.3,3.7,469,4
3,Prince Edward Island,L01XE,Protein kinase inhibitors,<65,M,275.03,4.0,0.1,13,5
3,Prince Edward Island,L04AX,Other immunosuppressants,<65,M,204.97,3.0,0.3,33,6
3,Prince Edward Island,N06BA,Centrally acting sympathomimetics,<65,M,182.57,2.7,2.4,307,7
3,Prince Edward Island,A10AB,"Insulins and analogues for injection, fast-acting",<65,M,172.94,2.5,5.9,746,8
3,Prince Edward Island,N06AB,Selective serotonin reuptake inhibitors,<65,M,154.87,2.3,8.3,"1,045",9
3,Prince Edward Island,N02AA,Natural opium alkaloids,<65,M,131.67,1.9,1.7,215,10
3,Prince Edward Island,A02BC,Proton pump inhibitors,<65,M,119.71,1.7,10.0,"1,267",11
3,Prince Edward Island,N03AX,Other antiepileptics,<65,M,118.35,1.7,3.1,386,12
3,Prince Edward Island,C10AA,HMG-CoA reductase inhibitors,<65,M,112.07,1.6,9.7,"1,222",13
3,Prince Edward Island,N06AX,Other antidepressants,<65,M,96.67,1.4,5.4,680,14
3,Prince Edward Island,A10AC,"Insulins and analogues for injection, intermediate-acting",<65,M,91.66,1.3,2.7,337,15
3,Prince Edward Island,L04AA,Selective immunosuppressants,<65,M,80.49,1.2,0.0,5,16
3,Prince Edward Island,A10AE,"Insulins and analogues for injection, long-acting",<65,M,78.64,1.1,1.7,211,17
3,Prince Edward Island,J07BB,Influenza vaccines,<65,M,69.93,1.0,45.4,"5,744",18
3,Prince Edward Island,L04AC,Interleukin inhibitors,<65,M,**, ** , ** ,*,19
3,Prince Edward Island,L02BB,Antiandrogens,<65,M,68.60,1.0,0.1,10,20
3,Prince Edward Island,R03BA,Glucocorticoids,<65,M,68.47,1.0,2.1,268,21
3,Prince Edward Island,N03AG,Fatty acid derivatives,<65,M,66.30,1.0,1.4,178,22
3,Prince Edward Island,N05BA,Benzodiazepine derivatives,<65,M,62.96,0.9,3.0,375,23
3,Prince Edward Island,A10BA,Biguanides,<65,M,58.34,0.8,12.7,"1,601",24
3,Prince Edward Island,C09AA,"ACE inhibitors, plain",<65,M,57.68,0.8,5.9,744,25
3,Prince Edward Island,N05CF,Benzodiazepine-related drugs,<65,M,55.27,0.8,2.1,268,26
3,Prince Edward Island,C08CA,Dihydropyridine derivatives,<65,M,46.12,0.7,3.7,466,27
3,Prince Edward Island,L02BX,Other hormone antagonists and related agents,<65,M,**, ** , ** ,*,28
3,Prince Edward Island,R03AC,Selective beta-2-adrenoreceptor agonists,<65,M,43.55,0.6,6.4,808,29
3,Prince Edward Island,L03AB,Interferons,<65,M,**, ** , ** ,**,30
3,Prince Edward Island,L03AX,Other immunostimulants,<65,M,40.46,0.6,0.0,5,31
3,Prince Edward Island,R03BB,Anticholinergics,<65,M,38.40,0.6,1.2,156,32
3,Prince Edward Island,N02AJ,Opioids in combination with non-opioid analgesics,<65,M,36.65,0.5,2.7,341,33
3,Prince Edward Island,A10BB,Sulfonylureas,<65,M,36.13,0.5,5.8,729,34
3,Prince Edward Island,N03AE,Benzodiazepine derivatives,<65,M,35.84,0.5,1.3,158,35
3,Prince Edward Island,A02BA,H2-receptor antagonists,<65,M,33.03,0.5,2.2,277,36
3,Prince Edward Island,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,M,32.94,0.5,0.3,38,37
3,Prince Edward Island,N06AA,Non-selective monoamine reuptake inhibitors,<65,M,31.03,0.5,1.9,243,38
3,Prince Edward Island,L02AE,Gonadotropin-releasing hormone analogues,<65,M,**, ** , ** ,**,39
3,Prince Edward Island,R01AD,Corticosteroids,<65,M,27.67,0.4,4.8,610,40
3,Prince Edward Island,C07AB,"Beta-blocking agents, selective",<65,M,25.89,0.4,4.4,556,41
3,Prince Edward Island,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,M,25.70,0.4,1.9,240,42
3,Prince Edward Island,C09CA,"Angiotensin II antagonists, plain",<65,M,23.56,0.3,2.4,300,43
3,Prince Edward Island,M01AE,Propionic acid derivatives,<65,M,22.33,0.3,5.2,651,44
3,Prince Edward Island,C02AC,Imidazoline receptor agonists,<65,M,21.35,0.3,1.0,125,45
3,Prince Edward Island,N07XX,Other nervous system drugs,<65,M,**, ** , ** ,*,46
3,Prince Edward Island,N03AF,Carboxamide derivatives,<65,M,18.93,0.3,0.7,88,47
3,Prince Edward Island,J01CA,Penicillins with extended spectrum,<65,M,17.22,0.3,9.3,"1,180",48
3,Prince Edward Island,A07EC,Aminosalicylic acid and similar agents,<65,M,15.86,0.2,0.2,29,49
3,Prince Edward Island,H03AA,Thyroid hormones,<65,M,15.63,0.2,1.1,142,50
3,Prince Edward Island,C07AG,Alpha- and beta-blocking agents,<65,M,13.72,0.2,0.3,39,51
3,Prince Edward Island,N02BE,Anilides,<65,M,13.51,0.2,0.9,118,52
3,Prince Edward Island,A06AB,Contact laxatives,<65,M,12.90,0.2,0.8,95,53
3,Prince Edward Island,M03BX,Other centrally acting agents,<65,M,12.77,0.2,0.6,82,54
3,Prince Edward Island,B01AF,Direct factor Xa inhibitors,<65,M,12.65,0.2,0.1,18,55
3,Prince Edward Island,D07AC,"Corticosteroids, potent (group III)",<65,M,12.40,0.2,1.9,245,56
3,Prince Edward Island,C09BA,ACE inhibitors and diuretics,<65,M,12.11,0.2,0.7,91,57
3,Prince Edward Island,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",<65,M,11.82,0.2,0.2,26,58
3,Prince Edward Island,J01DB,First-generation cephalosporins,<65,M,11.27,0.2,3.4,428,59
3,Prince Edward Island,R06AE,Piperazine derivatives,<65,M,11.22,0.2,0.4,56,60
3,Prince Edward Island,C07AA,"Beta-blocking agents, non-selective",<65,M,10.76,0.2,0.6,72,61
3,Prince Edward Island,L04AD,Calcineurin inhibitors,<65,M,**, ** , ** ,*,62
3,Prince Edward Island,A06AD,Osmotically acting laxatives,<65,M,10.40,0.2,0.6,77,63
3,Prince Edward Island,N03AB,Hydantoin derivatives,<65,M,10.35,0.2,0.5,60,64
3,Prince Edward Island,J01FA,Macrolides,<65,M,10.15,0.1,2.5,320,65
3,Prince Edward Island,C08DB,Benzothiazepine derivatives,<65,M,9.70,0.1,0.4,45,66
3,Prince Edward Island,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,M,9.64,0.1,0.7,87,67
3,Prince Edward Island,G03HA,"Antiandrogens, plain",<65,M,9.53,0.1,0.1,10,68
3,Prince Edward Island,N05AA,Phenothiazines with aliphatic side-chain,<65,M,9.25,0.1,0.4,50,69
3,Prince Edward Island,G04CA,Alpha-adrenoreceptor antagonists,<65,M,9.24,0.1,1.4,172,70
3,Prince Edward Island,B01AA,Vitamin K antagonists,<65,M,8.72,0.1,0.9,118,71
3,Prince Edward Island,S01ED,Beta-blocking agents,<65,M,8.68,0.1,0.2,21,72
3,Prince Edward Island,N05AD,Butyrophenone derivatives,<65,M,8.44,0.1,0.2,28,73
3,Prince Edward Island,N02AB,Phenylpiperidine derivatives,<65,M,8.24,0.1,0.0,5,74
3,Prince Edward Island,H01BA,Vasopressin and analogues,<65,M,8.23,0.1,0.1,10,75
3,Prince Edward Island,J01AA,Tetracyclines,<65,M,8.03,0.1,3.0,385,76
3,Prince Edward Island,C01DA,Organic nitrates,<65,M,7.93,0.1,0.7,86,77
3,Prince Edward Island,H02AB,Glucocorticoids,<65,M,7.86,0.1,3.3,414,78
3,Prince Edward Island,C09DA,Angiotensin II antagonists and diuretics,<65,M,7.79,0.1,0.7,93,79
3,Prince Edward Island,M01AB,Acetic acid derivatives and related substances,<65,M,7.58,0.1,1.2,154,80
3,Prince Edward Island,J01CR,"Combinations of penicillins, including beta-lactamase inhibitors",<65,M,7.38,0.1,2.8,358,81
3,Prince Edward Island,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,<65,M,7.11,0.1,0.1,9,82
3,Prince Edward Island,N05CD,Benzodiazepine derivatives,<65,M,7.09,0.1,0.4,48,83
3,Prince Edward Island,C03CA,"Sulfonamides, plain",<65,M,7.07,0.1,1.2,149,84
3,Prince Edward Island,A03FA,Propulsives,<65,M,6.87,0.1,0.8,106,85
3,Prince Edward Island,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,<65,M,6.78,0.1,0.1,16,86
3,Prince Edward Island,N04BA,Dopa and dopa derivatives,<65,M,6.76,0.1,0.2,22,87
3,Prince Edward Island,S01LA,Antineovascularization agents,<65,M,**, ** , ** ,*,88
3,Prince Edward Island,N04AC,Ethers of tropine or tropine derivatives,<65,M,6.37,0.1,0.4,49,89
3,Prince Edward Island,N07BA,Drugs used in nicotine dependence,<65,M,5.60,0.1,0.5,57,90
3,Prince Edward Island,C03AA,"Thiazides, plain",<65,M,5.55,0.1,2.5,316,91
3,Prince Edward Island,G04BD,Drugs for urinary frequency and incontinence,<65,M,5.42,0.1,0.4,50,92
3,Prince Edward Island,N05BE,Azaspirodecanedione derivatives,<65,M,5.26,0.1,0.2,27,93
3,Prince Edward Island,M04AA,Preparations inhibiting uric acid production,<65,M,5.13,0.1,0.9,113,94
3,Prince Edward Island,C03DA,Aldosterone antagonists,<65,M,5.10,0.1,0.6,76,95
3,Prince Edward Island,L01BA,Folic acid analogues,<65,M,5.06,0.1,0.3,40,96
3,Prince Edward Island,R06AX,Other antihistamines for systemic use,<65,M,4.76,0.1,0.2,22,97
3,Prince Edward Island,N03AD,Succinimide derivatives,<65,M,**, ** , ** ,*,98
3,Prince Edward Island,N05AB,Phenothiazines with piperazine structure,<65,M,4.33,0.1,0.2,22,99
3,Prince Edward Island,G04CB,Testosterone-5-alpha reductase inhibitors,<65,M,4.31,0.1,0.3,40,100
3,Prince Edward Island,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,<65,F,"1,542.61",21.8,0.9,133,1
3,Prince Edward Island,N07BC,Drugs used in opioid dependence,<65,F,617.30,8.7,2.3,358,2
3,Prince Edward Island,L04AA,Selective immunosuppressants,<65,F,260.87,3.7,0.2,33,3
3,Prince Edward Island,N06AB,Selective serotonin reuptake inhibitors,<65,F,235.95,3.3,12.3,"1,911",4
3,Prince Edward Island,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",<65,F,217.04,3.1,2.8,436,5
3,Prince Edward Island,N03AX,Other antiepileptics,<65,F,177.17,2.5,4.0,624,6
3,Prince Edward Island,N02AA,Natural opium alkaloids,<65,F,170.90,2.4,2.0,315,7
3,Prince Edward Island,L03AB,Interferons,<65,F,**, ** , ** ,**,8
3,Prince Edward Island,L04AC,Interleukin inhibitors,<65,F,**, ** , ** ,**,9
3,Prince Edward Island,A02BC,Proton pump inhibitors,<65,F,138.40,2.0,10.6,"1,646",10
3,Prince Edward Island,N06AX,Other antidepressants,<65,F,131.70,1.9,7.6,"1,186",11
3,Prince Edward Island,A10AB,"Insulins and analogues for injection, fast-acting",<65,F,131.46,1.9,4.1,634,12
3,Prince Edward Island,N05AX,Other antipsychotics,<65,F,123.31,1.7,1.1,170,13
3,Prince Edward Island,R03BA,Glucocorticoids,<65,F,102.68,1.5,2.5,396,14
3,Prince Edward Island,N06BA,Centrally acting sympathomimetics,<65,F,99.12,1.4,1.3,200,15
3,Prince Edward Island,J07BB,Influenza vaccines,<65,F,93.61,1.3,49.5,"7,704",16
3,Prince Edward Island,L01XE,Protein kinase inhibitors,<65,F,91.06,1.3,0.1,8,17
3,Prince Edward Island,A10AC,"Insulins and analogues for injection, intermediate-acting",<65,F,88.73,1.3,1.9,296,18
3,Prince Edward Island,C10AA,HMG-CoA reductase inhibitors,<65,F,88.21,1.2,5.9,921,19
3,Prince Edward Island,A10AE,"Insulins and analogues for injection, long-acting",<65,F,74.29,1.1,1.1,179,20
3,Prince Edward Island,L03AX,Other immunostimulants,<65,F,72.74,1.0,0.1,13,21
3,Prince Edward Island,N05BA,Benzodiazepine derivatives,<65,F,66.74,0.9,3.5,550,22
3,Prince Edward Island,N05CF,Benzodiazepine-related drugs,<65,F,58.69,0.8,2.3,353,23
3,Prince Edward Island,N07XX,Other nervous system drugs,<65,F,**, ** , ** ,**,24
3,Prince Edward Island,R03AC,Selective beta-2-adrenoreceptor agonists,<65,F,57.11,0.8,7.6,"1,178",25
3,Prince Edward Island,G03AA,"Progestogens and estrogens, fixed combinations",<65,F,54.18,0.8,4.5,700,26
3,Prince Edward Island,N02AJ,Opioids in combination with non-opioid analgesics,<65,F,53.47,0.8,3.1,479,27
3,Prince Edward Island,N06AA,Non-selective monoamine reuptake inhibitors,<65,F,51.02,0.7,3.2,492,28
3,Prince Edward Island,R03BB,Anticholinergics,<65,F,50.63,0.7,1.4,216,29
3,Prince Edward Island,C09AA,"ACE inhibitors, plain",<65,F,44.43,0.6,3.5,543,30
3,Prince Edward Island,A10BA,Biguanides,<65,F,44.17,0.6,7.9,"1,223",31
3,Prince Edward Island,A02BA,H2-receptor antagonists,<65,F,41.95,0.6,2.9,451,32
3,Prince Edward Island,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",<65,F,40.84,0.6,0.3,49,33
3,Prince Edward Island,R01AD,Corticosteroids,<65,F,38.59,0.5,6.0,935,34
3,Prince Edward Island,H03AA,Thyroid hormones,<65,F,36.61,0.5,2.9,452,35
3,Prince Edward Island,N03AG,Fatty acid derivatives,<65,F,34.84,0.5,0.9,140,36
3,Prince Edward Island,C08CA,Dihydropyridine derivatives,<65,F,34.36,0.5,2.3,364,37
3,Prince Edward Island,N03AE,Benzodiazepine derivatives,<65,F,34.19,0.5,1.3,206,38
3,Prince Edward Island,M01AE,Propionic acid derivatives,<65,F,32.51,0.5,6.5,"1,014",39
3,Prince Edward Island,L01XC,Monoclonal antibodies,<65,F,**, ** , ** ,*,40
3,Prince Edward Island,C09CA,"Angiotensin II antagonists, plain",<65,F,30.15,0.4,2.3,365,41
3,Prince Edward Island,G03AB,"Progestogens and estrogens, sequential preparations",<65,F,27.81,0.4,2.0,312,42
3,Prince Edward Island,A10BB,Sulfonylureas,<65,F,27.31,0.4,3.1,484,43
3,Prince Edward Island,C02AC,Imidazoline receptor agonists,<65,F,25.39,0.4,1.3,202,44
3,Prince Edward Island,J01CA,Penicillins with extended spectrum,<65,F,23.96,0.3,11.1,"1,730",45
3,Prince Edward Island,L01AX,Other alkylating agents,<65,F,**, ** , ** ,*,46
3,Prince Edward Island,C07AB,"Beta-blocking agents, selective",<65,F,20.90,0.3,2.5,395,47
3,Prince Edward Island,A07EC,Aminosalicylic acid and similar agents,<65,F,20.74,0.3,0.3,44,48
3,Prince Edward Island,N02CC,Selective serotonin (5HT1) agonists,<65,F,20.70,0.3,0.6,92,49
3,Prince Edward Island,L04AX,Other immunosuppressants,<65,F,20.54,0.3,0.2,36,50
3,Prince Edward Island,R06AE,Piperazine derivatives,<65,F,19.26,0.3,0.7,103,51
3,Prince Edward Island,S01LA,Antineovascularization agents,<65,F,**, ** , ** ,*,52
3,Prince Edward Island,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",<65,F,19.00,0.3,1.8,279,53
3,Prince Edward Island,G03AC,Progestogens,<65,F,18.43,0.3,1.3,204,54
3,Prince Edward Island,G03CA,"Natural and semisynthetic estrogens, plain",<65,F,18.28,0.3,1.3,199,55
3,Prince Edward Island,J01FA,Macrolides,<65,F,18.02,0.3,3.6,562,56
3,Prince Edward Island,R06AA,Aminoalkyl ethers,<65,F,17.72,0.3,0.8,129,57
3,Prince Edward Island,B01AC,"Platelet aggregation inhibitors, excluding heparin",<65,F,17.47,0.2,0.9,144,58
3,Prince Edward Island,M03BX,Other centrally acting agents,<65,F,15.76,0.2,0.8,126,59
3,Prince Edward Island,C02KX,Antihypertensives for pulmonary arterial hypertension,<65,F,**, ** , ** ,*,60
3,Prince Edward Island,G02BA,Intrauterine contraceptives,<65,F,15.35,0.2,0.3,41,61
